motionGravityY,motionGravityZ,motionGravityX,motionRotationRateZ,gyroRotationY,motionRotationRateY,gyroRotationX,motionRotationRateX,gyroRotationZ,gyroTimestamp,motionMagneticFieldY,magneticFieldX,magneticFieldY,motionMagneticFieldZ,motionMagneticFieldX,magneticFieldZ,motionMagneticFieldCalibrationAccuracy,locationCourse,locationHorizontalAccuracy,locationHeadingY,locationLongitude,locationVerticalAccuracy,locationSpeed,locationTrueHeading,locationAltitude,locationTimestamp,locationLatitude,locationHeadingTimestamp,locationHeadingX,locationMagneticHeading,locationHeadingZ,locationHeadingAccuracy,accelerometerAccelerationX,motionUserAccelerationX,accelerometerTimestamp,motionUserAccelerationZ,accelerometerAccelerationZ,accelerometerAccelerationY,motionUserAccelerationY,orientationAzimuth,motionQuaternionZ,orientationRoll,motionQuaternionW,motionAttitudeReferenceFrame,orientationPitch,motionQuaternionY,motionQuaternionX,isAccelerating,isHardBreaking,loggingTimestamp,isCornering,isOverspeeding
-0.5597301721572876,-0.8077343702316284,0.1851141601800919,-0.09780453145503998,-0.1276221415460142,-0.1758709698915482,0.06365407742674693,0.04214052483439445,-0.09293020728998799,3521.71663225,-5.010293006896973,60.9423828125,-88.88160705566406,-13.27582168579102,-41.42179870605469,-229.4882202148438,1,2.17771875,5,-3.989974975585938,1.350785235281429,6,2.664000034332275,1.537863061523437,882.699462890625,1497356233.061573,0.2247013834763548,1497356219.454107,-41.28931045532227,1.559722183227539,-9.442291259765625,0.261,0.057647705078125,-0.04102541133761406,3567.846340541667,-0.003789037931710482,-0.829254150390625,-0.443695068359375,0.01767696999013424,1.681477917484623,0.7299317610754176,0.5940601751749569,0.6091525456914317,xArbitraryCorrectedZVertical,0.2252866102216908,0.2883872795571986,0.1138664886637684,False,False,1497356265.803119,False,False
-0.4675498306751251,-0.8829646110534668,0.04207953810691833,0.08700141310691833,-0.02411732051564857,-0.07017181068658829,0.001774197918210789,0.02805176936089993,0.08958234748364938,3567.943246541667,0,60.76776123046875,-88.35774230957031,0,0,-229.3218078613281,-1,-0.0174,839.6051365383661,-3.989974975585938,1.350795541635566,12.96811404220072,0,1.537863061523437,882.699462890625,1497356265.798135,0.2246844623612788,1497356219.454107,-41.28931045532227,1.559722183227539,-9.442291259765625,0.261,0.0710601806640625,0.02898064255714417,3567.945167541667,-0.01037647109478712,-0.893341064453125,-0.4615631103515625,0.005986714269965887,-0.0104882666885335,0.0006462678527386612,0.4865169439064442,0.9702998913715745,xArbitraryCorrectedZVertical,0.04762107700833308,0.02184424193488981,0.2409160273548948,False,False,1497356265.903455,False,False
-0.4656186401844025,-0.8837813138961792,0.0461503304541111,0.08503670990467072,0.1000006336680394,0.06994769722223282,-0.01644288920236723,0.01405216380953789,0.07694431653067836,3568.033295541667,0,60.9423828125,-87.48464965820312,0,0,-228.8225555419922,-1,-0.0174,839.6051365383661,-3.989974975585938,1.350795541635566,12.96811404220072,0,1.537863061523437,882.699462890625,1497356265.798135,0.2246844623612788,1497356219.454107,-41.28931045532227,1.559722183227539,-9.442291259765625,0.261,0.0694580078125,0.0298384390771389,3568.043993541667,-0.004615900572389364,-0.8876190185546875,-0.4584503173828125,0.00834326446056366,-0.007894420434686772,0.002424095354789767,0.4843335393531472,0.9705074867980514,xArbitraryCorrectedZVertical,0.05217178818656,0.02437541222467876,0.2398232288781019,False,False,1497356266.003664,False,False
-0.4783560037612915,-0.8758946061134338,0.06312058120965958,0.1267579644918442,0.2084392269338858,0.174346387386322,0.04327743297822365,0.06967324018478394,0.1262575378034576,3568.133348541667,8.573721885681152,60.5931396484375,-89.580078125,-7.231308460235596,43.49353790283203,-229.4882202148438,1,-0.0174,65,8.659919738769531,1.35078306556439,10,0,4.953230090332031,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.025477,41.73038482666016,4.975089477539062,-9.288650512695312,0.261,0.0955047607421875,0.03017165325582027,3568.142809541667,0.03425029665231705,-0.8420562744140625,-0.5506134033203125,-0.0593026801943779,-0.002059426593387399,0.007878729859619963,0.4987816839792308,0.9684447412398718,xArbitraryCorrectedZVertical,0.07193977065241713,0.03459556575665326,0.2466897963244826,False,False,1497356266.103069,False,False
-0.5034294724464417,-0.8600947260856628,0.08243691921234131,0.1718346625566483,0.2999792641348524,0.2617078423500061,0.1907885941771676,0.2069935351610184,0.1873898679940085,3568.243382541667,7.531702995300293,61.46624755859375,-90.10394287109375,-6.020906448364258,43.86924362182617,-228.9889678955078,1,-0.0174,65,8.659919738769531,1.35078306556439,10,0,4.953230090332031,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.025477,41.73038482666016,4.975089477539062,-9.288650512695312,0.261,0.0941162109375,0.01167929545044899,3568.241628541667,0.08912914991378784,-0.770965576171875,-0.648101806640625,-0.1446723490953445,0.02013319828622154,0.02215889033841904,0.5275633224478189,0.9641350244926379,xArbitraryCorrectedZVertical,0.09555443123356347,0.04872641963880384,0.2599584085093885,False,False,1497356266.203559,False,False
-0.5210732817649841,-0.8482449054718018,0.09467411786317825,0.04982505366206169,0.1943420500196603,0.1360742598772049,0.002948385642826725,0.03265883401036263,0.0397703161386983,3568.323432541667,7.094573020935059,61.46624755859375,-90.80242919921875,-5.298210144042969,44.0350341796875,-227.6576385498047,1,-0.0174,65,6.801788330078125,1.35078306556439,10,0,4.929474481201171,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.275548,42.4736442565918,4.951333868408203,-7.769622802734375,0.261,0.0911102294921875,-0.00348759419284761,3568.340431541667,0.01461148262023926,-0.8427276611328125,-0.54205322265625,-0.03492644801735878,0.0228124447136284,0.02599550269623922,0.5481079869320181,0.9609613346990604,xArbitraryCorrectedZVertical,0.1111517498801583,0.05655296472186096,0.2695910036224091,False,False,1497356266.303465,False,False
-0.511482834815979,-0.853532612323761,0.09933464229106903,0.2550907731056213,0.2429197061993597,0.2088640779256821,0.2526572884091254,0.2793118059635162,0.254593140205504,3568.433510541667,6.945497989654541,62.33934020996094,-89.23085021972656,-4.829295635223389,44.11265563964844,-226.4927215576172,1,-0.0174,65,6.412269592285156,1.35078306556439,10,0,4.911212658691406,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.381298,42.86318588256836,4.933072045898437,-6.860702514648438,0.261,0.088104248046875,-0.01123039424419403,3568.439278541667,-0.1780683398246765,-1.031600952148438,-0.336395263671875,0.175087571144104,0.03267349958654064,0.03107921686454074,0.5369095584031908,0.962185216879626,xArbitraryCorrectedZVertical,0.115859397441273,0.06014181233140107,0.2638496789971285,False,False,1497356266.402865,False,False
-0.4980233609676361,-0.8608331084251404,0.1045902594923973,0.0529291182756424,0.3980120880734322,0.3709563314914703,-0.4086101376314026,-0.3908823430538177,0.07370538001292398,3568.533567541667,5.654648780822754,61.2916259765625,-91.32627868652344,-3.880688667297363,44.38979339599609,-226.8255615234375,1,-0.0174,65,5.673477172851562,1.35078306556439,10,0,4.887725207519531,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.493621,42.93034744262695,4.909584594726562,-6.284637451171875,0.261,0.05474853515625,-0.04984172433614731,3568.538109541667,-0.06621463596820831,-0.9270477294921875,-0.35491943359375,0.1431039273738861,0.06864055130192487,0.0486550356799295,0.5213178447352874,0.9633531199867463,xArbitraryCorrectedZVertical,0.1209062702176048,0.06716814027435225,0.2550919337158064,False,False,1497356266.504082,False,False
-0.4599175751209259,-0.8804088830947876,0.1155684664845467,0.1946645081043243,0.02073803540844703,-0.04175006970763206,-0.1904727432718842,-0.1227326020598412,0.2056991004883033,3568.633616541667,5.304274559020996,64.08554077148438,-92.02476501464844,-2.440800189971924,44.53533172607422,-226.1598815917969,1,-0.0174,65,5.324226379394531,1.35078306556439,10,0,4.867127490234375,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.582566,43.30645370483398,4.888986877441406,-5.260589599609375,0.261,0.0889434814453125,-0.02558739110827446,3568.646816541667,0.01540336664766073,-0.859588623046875,-0.3921051025390625,0.0736565813422203,0.09016715786345815,0.05911396291682453,0.4779023614525039,0.9678377805433214,xArbitraryCorrectedZVertical,0.130520566902135,0.07394087774284994,0.2330843549873325,False,False,1497356266.604418,False,False
-0.472643256187439,-0.8738225102424622,0.1142042055726051,0.1131882295012474,0.3123491147660525,0.2774181962013245,-0.05633038442902902,-0.03201306983828545,0.1124210843599509,3568.743682541667,4.40693187713623,63.56169128417969,-93.24710083007812,-2.303452014923096,44.64035797119141,-224.6621398925781,1,-0.0174,65,4.316802978515625,1.35078306556439,10,0,4.841006781005859,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.674094,43.64225769042969,4.86286616821289,-4.863662719726562,0.261,0.1283111572265625,0.01410694979131222,3568.745614541667,0.09193162620067596,-0.781890869140625,-0.5948486328125,-0.122205376625061,0.1082086114303441,0.06813619636088425,0.492287796117446,0.9655406293283757,xArbitraryCorrectedZVertical,0.1299583657508331,0.07603330392372333,0.2393902432349238,False,False,1497356266.705224,False,False
-0.483219712972641,-0.8643403053283691,0.1393362134695053,0.2553510367870331,0.3223785794312909,0.2728634774684906,0.1595473177455571,0.1943542212247849,0.2268587142973098,3568.833731541667,3.974952697753906,61.99009704589844,-93.42172241210938,-0.7601222991943359,44.73376846313477,-222.4987335205078,1,-0.0174,65,3.604888916015625,1.35078306556439,10,0,4.820440924072265,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.791098,44.46163940429688,4.842300311279296,-3.54510498046875,0.261,0.1583709716796875,0.01903476007282734,3568.844454541667,0.08899542689323425,-0.7753448486328125,-0.6833648681640625,-0.2001451402902603,0.1170558834976969,0.07634737489063712,0.5043285854977518,0.9624662162229328,xArbitraryCorrectedZVertical,0.1598302294254067,0.09172089203133404,0.2437563105681451,False,False,1497356266.80351,False,False
-0.5042281746864319,-0.85024493932724,0.1511206328868866,-0.07029808312654495,0.2704799613722627,0.2147348076105118,0.07293599277400009,0.1175509244203568,-0.05497883017581381,3568.923750541667,3.253583431243896,62.51396179199219,-92.89785766601562,0.01422452926635742,44.79846572875977,-223.9964752197266,1,-0.0174,65,3.604888916015625,1.35078306556439,10,0,4.820440924072265,881.6571655273438,1497356266.005481,0.2246981743936408,1497356266.791098,44.46163940429688,4.842300311279296,-3.54510498046875,0.261,0.130767822265625,-0.01974246650934219,3568.943245541667,0.1028694659471512,-0.7458038330078125,-0.6582489013671875,-0.1733993738889694,0.1308982133295143,0.08578040583323465,0.5284879843624807,0.9580001048733526,xArbitraryCorrectedZVertical,0.1759008402739947,0.101622483481715,0.2540676915484109,False,False,1497356266.903286,False,False
